hour,price_eur_mwh,wind_mw,storage_p_mw_10_90,soc_10_90,storage_p_mw_20_80,soc_20_80,storage_p_mw_0_100,soc_0_100,storage_p_mw_20_100,soc_20_100,storage_p_mw_0_80,soc_0_80
157,189.26,37.49755653297374,-37.49755653297374,0.2915782970929106,-37.49755653297374,0.39157829709291053,-37.49755653297374,0.1915782970929106,-37.49755653297374,0.39157829709291053,-37.49755653297374,0.1915782970929106
158,190.0,1.6526327810203691,-1.6526327810203691,0.41081293121204776,-1.6526327810203691,0.5108129312120477,-1.6526327810203691,0.3108129312120477,-1.6526327810203691,0.5108129312120477,-1.6526327810203691,0.3108129312120477
159,216.3,0.0,0.0,0.416067968691756,0.0,0.516067968691756,0.0,0.316067968691756,0.0,0.516067968691756,0.0,0.316067968691756
160,227.7,0.0,0.0,0.416067968691756,0.0,0.5160679686917563,0.0,0.316067968691756,0.0,0.5160679686917563,0.0,0.316067968691756
161,230.99,0.0,0.0,0.41606796869175594,0.0,0.5160679686917563,0.0,0.316067968691756,0.0,0.5160679686917563,0.0,0.316067968691756
162,231.03,4.240561469586309,90.45289047978551,0.416067968691756,90.45289047978562,0.5160679686917563,90.45289047978548,0.316067968691756,90.45289047978562,0.5160679686917563,90.45289047978548,0.316067968691756
163,218.03,47.18516951022182,0.0,0.09999999999999992,0.0,0.19999999999999984,0.0,0.0,0.0,0.19999999999999984,0.0,0.0
164,205.27,109.22915744555723,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,0.0,0.0
165,176.3,129.99460499124072,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,0.0,0.0
166,134.15,15.177368713788391,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,0.0,0.0
167,125.3,14.654413169459174,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,0.0,0.0
