hour,price_eur_mwh,wind_mw,storage_p_mw_10_90,soc_10_90,storage_p_mw_20_80,soc_20_80,storage_p_mw_0_100,soc_0_100,storage_p_mw_20_100,soc_20_100,storage_p_mw_0_80,soc_0_80
120,179.94,8.403607588075593,-8.403607588075593,0.10787597426420388,-8.403607588075593,0.20787597426420384,-8.403607588075593,0.007875974264203896,-8.403607588075593,0.20787597426420384,-8.403607588075593,0.007875974264203896
121,176.27,19.34700218781619,-19.34700218781619,0.1345977441257649,-19.34700218781619,0.2345977441257649,-19.34700218781619,0.03459774412576491,-19.34700218781619,0.2345977441257649,-19.34700218781619,0.03459774412576491
122,177.98,16.569293689843466,-16.569293689843466,0.19611729207651948,-16.569293689843466,0.2961172920765195,-16.569293689843466,0.0961172920765195,-16.569293689843466,0.2961172920765195,-16.569293689843466,0.0961172920765195
123,185.06,10.896594482435177,-10.896594482435177,0.2488042896675152,-10.896594482435177,0.3488042896675152,-10.896594482435177,0.14880428966751524,-10.896594482435177,0.3488042896675152,-10.896594482435177,0.14880428966751524
124,222.33,7.200896670354801,-7.200896670354801,0.2834532528636973,-7.200896670354801,0.38345325286369736,-7.200896670354801,0.18345325286369737,-7.200896670354801,0.38345325286369736,-7.200896670354801,0.18345325286369737
125,250.04,0.9285854768432397,0.0,0.3063506456328623,0.0,0.40635064563286233,0.0,0.20635064563286235,0.0,0.40635064563286233,0.0,0.20635064563286235
126,249.31,0.0,0.0,0.30635064563286246,0.0,0.4063506456328622,0.0,0.20635064563286237,0.0,0.4063506456328622,0.0,0.20635064563286237
127,229.93,0.0,0.0,0.30635064563286246,0.0,0.4063506456328622,0.0,0.20635064563286237,0.0,0.4063506456328622,0.0,0.20635064563286237
128,198.22,0.0,0.0,0.30635064563286246,0.0,0.4063506456328622,0.0,0.20635064563286237,0.0,0.4063506456328622,0.0,0.20635064563286237
129,183.99,0.0,0.0,0.30635064563286246,0.0,0.4063506456328622,0.0,0.20635064563286237,0.0,0.4063506456328622,0.0,0.20635064563286237
130,182.96,5.918145974683929,-5.918145974683929,0.30635064563286246,-5.918145974683929,0.4063506456328622,-5.918145974683929,0.20635064563286237,-5.918145974683929,0.4063506456328622,-5.918145974683929,0.20635064563286237
131,180.8,0.0,0.0,0.3251691510289291,0.0,0.4251691510289289,0.0,0.2251691510289291,0.0,0.4251691510289289,0.0,0.2251691510289291
132,176.2,7.746624429592133,-7.746624429592133,0.3251691510289291,-7.746624429592133,0.4251691510289289,-7.746624429592133,0.2251691510289291,-7.746624429592133,0.4251691510289289,-7.746624429592133,0.2251691510289291
133,185.09,20.10066239746534,-20.10066239746534,0.34980184752766114,-20.10066239746534,0.44980184752766095,-20.10066239746534,0.2498018475276611,-20.10066239746534,0.44980184752766095,-20.10066239746534,0.2498018475276611
134,198.96,1.7800677184084388,-1.7800677184084388,0.4137178822806597,-1.7800677184084388,0.5137178822806595,-1.7800677184084388,0.31371788228065967,-1.7800677184084388,0.5137178822806595,-1.7800677184084388,0.31371788228065967
135,224.02,0.0,0.0,0.4193781370475291,0.0,0.5193781370475289,0.0,0.31937813704752904,0.0,0.5193781370475289,0.0,0.31937813704752904
136,232.99,5.214306209720567,-5.214306209720567,0.4193781370475291,-5.214306209720567,0.5193781370475289,-5.214306209720567,0.31937813704752904,-5.214306209720567,0.5193781370475289,-5.214306209720567,0.31937813704752904
137,269.27,24.042763473785318,0.0,0.43595857456362314,0.0,0.535958574563623,0.0,0.3359585745636231,0.0,0.535958574563623,0.0,0.3359585745636231
138,273.4,37.24825347442351,96.14521925941956,0.43595857456362297,96.14521925941955,0.5359585745636227,96.1452192594196,0.3359585745636232,96.14521925941955,0.5359585745636227,96.1452192594196,0.3359585745636232
139,253.0,48.18646849203011,0.0,0.09999999999999992,0.0,0.19999999999999984,0.0,0.0,0.0,0.19999999999999984,0.0,0.0
140,234.38,19.341856580336017,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,0.0,0.0
141,213.31,7.733352221668492,0.0,0.09999999999999998,0.0,0.19999999999999996,-7.733352221668492,0.0,0.0,0.19999999999999996,0.0,0.0
142,186.93,27.507675031082314,-27.507675031082314,0.09999999999999998,0.0,0.19999999999999996,-27.507675031082314,0.02459049356600659,-27.507675031082314,0.19999999999999996,-27.507675031082314,0.0
143,170.68,30.006720840339106,-30.006720840339106,0.18746883453365953,-30.006720840339106,0.19999999999999996,-30.006720840339106,0.11205932809966614,-30.006720840339106,0.2874688345336595,-30.006720840339106,0.08746883453365954
144,173.88,37.90064156481161,-37.90064156481161,0.2828841285239952,-37.90064156481161,0.2954152939903356,-37.90064156481161,0.2074746220900018,-37.90064156481161,0.38288412852399517,-37.90064156481161,0.18288412852399522
145,174.64,44.69831088465137,-44.69831088465137,0.40340049139385303,-44.69831088465137,0.41593165686019345,-44.69831088465137,0.3279909849598597,-44.69831088465137,0.503400491393853,-44.69831088465137,0.30340049139385317
146,176.59,54.75695181842238,-54.75695181842238,0.5455320657375904,-28.963808923885097,0.5580632312039309,-54.75695181842238,0.47012255930359703,-54.75695181842238,0.6455320657375904,-54.75695181842238,0.4455320657375905
147,170.89,47.12178258529822,-47.12178258529822,0.7196480807319957,-47.12178258529822,0.650162276556371,-47.12178258529822,0.6442385742980024,-47.12178258529822,0.8196480807319957,-47.12178258529822,0.6196480807319957
148,197.96,46.383991873063614,-9.596270340708843,0.8694858041756246,0.0,0.8,-46.383991873063614,0.7940762977416312,-9.596270340708843,0.9694858041756246,-9.596270340708813,0.7694858041756247
149,257.0,32.796028247977524,150.0,0.9,150.0,0.8,150.0,0.9415679961702053,150.0,1.0,150.0,0.8
150,250.0,18.302918987310623,78.94541539069856,0.3758575977805962,21.709061543023928,0.2758575977805962,119.45959500221915,0.4174255939508015,78.94541539069857,0.4758575977805962,78.94541539069856,0.2758575977805962
151,224.0,28.830904569413526,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,0.0,0.0
152,204.97,27.106434143407714,-27.106434143407714,0.09999999999999998,-27.106434143407714,0.19999999999999996,-27.106434143407714,0.0,-27.106434143407714,0.19999999999999996,-27.106434143407714,0.0
153,200.93,10.38269398632088,-10.38269398632088,0.1861929697878207,-10.38269398632088,0.2861929697878207,-10.38269398632088,0.08619296978782075,-10.38269398632088,0.2861929697878207,-10.38269398632088,0.08619296978782075
154,196.99,0.0,0.0,0.2192078335041088,0.0,0.31920783350410875,0.0,0.11920783350410881,0.0,0.31920783350410875,0.0,0.11920783350410881
155,189.68,18.20247234142022,-18.20247234142022,0.2192078335041088,-18.20247234142022,0.31920783350410875,-18.20247234142022,0.11920783350410881,-18.20247234142022,0.31920783350410875,-18.20247234142022,0.11920783350410881
156,185.33,4.556984839679657,-4.556984839679657,0.27708800838388875,-4.556984839679657,0.3770880083838887,-4.556984839679657,0.17708800838388872,-4.556984839679657,0.3770880083838887,-4.556984839679657,0.17708800838388872
