cycle_idx,dod,sigma_bar,sg0_charge,sg1_discharge,sg2_boundary,eff_ratio,expected_A,pass_A,pass_B,c_ratio,pass_C
30,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
31,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
32,0.663945,0.431973,-1.6543e-05,1.83181e-05,0,1.1073,1.1073,True,True,0,True
33,0.258578,0.229289,-1.13228e-05,1.25378e-05,0,1.1073,1.1073,True,True,0,True
34,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
35,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
36,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
38,0.52649,0.593384,-1.87729e-05,2.07874e-05,0,1.1073,1.1073,True,True,0,True
39,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
40,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
44,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
45,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
46,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
47,0.447818,0.676091,-1.98765e-05,2.20093e-05,0,1.1073,1.1073,True,True,0,True
48,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
52,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
55,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
56,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
57,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
58,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
62,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
63,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
64,0.5,0.65,-1.97288e-05,2.18458e-05,0,1.1073,1.1073,True,True,0,True
65,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
66,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
68,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
69,0.205471,0.202735,-1.05715e-05,1.17058e-05,0,1.1073,1.1073,True,True,0,True
70,0.49723,0.651385,-1.97377e-05,2.18556e-05,0,1.1073,1.1073,True,True,0,True
71,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
72,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
73,0.0461928,0.123096,-7.45499e-06,8.25495e-06,0,1.1073,1.1073,True,True,0,True
74,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
75,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
77,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
78,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
79,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
80,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
81,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
83,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
84,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
85,0.776381,0.51181,-1.84843e-05,2.04677e-05,0,1.1073,1.1073,True,True,0,True
86,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
87,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
88,0.348308,0.274154,-1.25116e-05,1.38542e-05,0,1.1073,1.1073,True,True,0,True
89,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
90,0.5,0.65,-1.97288e-05,2.18458e-05,0,1.1073,1.1073,True,True,0,True
91,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
92,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
95,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
96,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
97,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
99,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
100,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
102,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
103,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
105,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
106,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
107,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
108,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
112,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
113,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
114,0.181494,0.809253,-1.94294e-05,2.15142e-05,0,1.1073,1.1073,True,True,0,True
115,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
116,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
117,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
118,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
119,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
120,0.314238,0.257119,-1.20681e-05,1.33631e-05,0,1.1073,1.1073,True,True,0,True
121,0.120334,0.160167,-9.19233e-06,1.01787e-05,0,1.1073,1.1073,True,True,0,True
122,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
123,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
124,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
125,0.6833,0.44165,-1.67962e-05,1.85986e-05,0,1.1073,1.1073,True,True,0,True
126,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
128,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
129,0.235451,0.782274,-1.97904e-05,2.1914e-05,0,1.1073,1.1073,True,True,0,True
130,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
132,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
133,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
134,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
136,0.201774,0.799113,-1.95926e-05,2.16949e-05,0,1.1073,1.1073,True,True,0,True
137,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
138,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
139,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
140,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
141,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
142,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
143,0.321838,0.260919,-1.21677e-05,1.34733e-05,0,1.1073,1.1073,True,True,0,True
144,0.748677,0.525662,-1.86313e-05,2.06305e-05,0,1.1073,1.1073,True,True,0,True
145,0.350762,0.724619,-2.00133e-05,2.21608e-05,0,1.1073,1.1073,True,True,0,True
146,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
147,0.241709,0.779145,-1.98187e-05,2.19453e-05,0,1.1073,1.1073,True,True,0,True
148,0.0659954,0.867002,-1.72229e-05,1.9071e-05,0,1.1073,1.1073,True,True,0,True
149,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
150,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
151,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
152,0.537601,0.368801,-1.49181e-05,1.65189e-05,0,1.1073,1.1073,True,True,0,True
154,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
155,0.534334,0.632833,-1.96109e-05,2.17152e-05,0,1.1073,1.1073,True,True,0,True
157,0.197745,0.570989,-1.5399e-05,1.70513e-05,0,1.1073,1.1073,True,True,0,True
158,0.692166,0.553917,-1.89199e-05,2.09501e-05,0,1.1073,1.1073,True,True,0,True
159,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
161,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
162,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
163,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
164,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
165,0.2,0.5,-1.4332e-05,1.58699e-05,0,1.1073,1.1073,True,True,0,True
166,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
167,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
168,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
169,0.227,0.2135,-1.08824e-05,1.20501e-05,0,1.1073,1.1073,True,True,0,True
170,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
172,0.723851,0.538075,-1.876e-05,2.07731e-05,0,1.1073,1.1073,True,True,0,True
173,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
174,0.492923,0.346462,-1.43515e-05,1.58915e-05,0,1.1073,1.1073,True,True,0,True
175,0.569861,0.615069,-1.94744e-05,2.15641e-05,0,1.1073,1.1073,True,True,0,True
176,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
179,0.303971,0.748015,-1.99887e-05,2.21336e-05,0,1.1073,1.1073,True,True,0,True
181,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
182,0.0532899,0.406452,-1.02686e-05,1.13705e-05,0,1.1073,1.1073,True,True,0,True
183,0.569861,0.384931,-1.53292e-05,1.69741e-05,0,1.1073,1.1073,True,True,0,True
184,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
185,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
186,0.569861,0.384931,-1.53292e-05,1.69741e-05,0,1.1073,1.1073,True,True,0,True
187,0.425392,0.312696,-1.34966e-05,1.49448e-05,0,1.1073,1.1073,True,True,0,True
188,0.0577806,0.87111,-1.68909e-05,1.87034e-05,0,1.1073,1.1073,True,True,0,True
189,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
191,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
192,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
193,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
194,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
195,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
196,0.126399,0.1632,-9.30268e-06,1.03009e-05,0,1.1073,1.1073,True,True,0,True
197,0.449813,0.324907,-1.38059e-05,1.52874e-05,0,1.1073,1.1073,True,True,0,True
198,0.0182851,0.890857,-1.40399e-05,1.55465e-05,0,1.1073,1.1073,True,True,0,True
199,0.00230538,0.898847,-9.78168e-06,1.08313e-05,0,1.1073,1.1073,True,True,0,True
200,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
201,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
202,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
203,0.69635,0.448175,-1.69678e-05,1.87886e-05,0,1.1073,1.1073,True,True,0,True
204,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
205,0.295205,0.752398,-1.99754e-05,2.21188e-05,0,1.1073,1.1073,True,True,0,True
206,0.339722,0.5,-1.57538e-05,1.74443e-05,0,1.1073,1.1073,True,True,0,True
207,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
208,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
209,0.502078,0.351039,-1.44675e-05,1.60199e-05,0,1.1073,1.1073,True,True,0,True
211,0.5,0.35,-1.44411e-05,1.59907e-05,0,1.1073,1.1073,True,True,0,True
212,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
213,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
214,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
215,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
216,0.5,0.35,-1.44411e-05,1.59907e-05,0,1.1073,1.1073,True,True,0,True
217,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
219,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
220,0.334449,0.732775,-2.00129e-05,2.21604e-05,0,1.1073,1.1073,True,True,0,True
221,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
222,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
223,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
224,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
225,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
226,0.569861,0.384931,-1.53292e-05,1.69741e-05,0,1.1073,1.1073,True,True,0,True
227,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
228,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
229,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
230,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
231,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
232,0.167452,0.816274,-1.92924e-05,2.13626e-05,0,1.1073,1.1073,True,True,0,True
233,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
234,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
235,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
236,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
237,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
238,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
239,0.356959,0.27848,-1.26232e-05,1.39777e-05,0,1.1073,1.1073,True,True,0,True
240,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
242,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
243,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
244,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
245,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
246,0.0687639,0.134382,-8.09826e-06,8.96724e-06,0,1.1073,1.1073,True,True,0,True
247,0.725989,0.537005,-1.87491e-05,2.07609e-05,0,1.1073,1.1073,True,True,0,True
248,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
250,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
251,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
252,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
253,0.569861,0.384931,-1.53292e-05,1.69741e-05,0,1.1073,1.1073,True,True,0,True
254,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
256,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
257,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
261,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
262,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
263,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
264,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
265,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
267,0.397307,0.298653,-1.31397e-05,1.45496e-05,0,1.1073,1.1073,True,True,0,True
268,0.621807,0.410904,-1.59961e-05,1.77125e-05,0,1.1073,1.1073,True,True,0,True
269,0.601435,0.470847,-1.69241e-05,1.87401e-05,0,1.1073,1.1073,True,True,0,True
270,0.748426,0.525787,-1.86326e-05,2.06319e-05,0,1.1073,1.1073,True,True,0,True
271,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
272,0.163232,0.259799,-1.07663e-05,1.19216e-05,0,1.1073,1.1073,True,True,0,True
273,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
274,0.517726,0.641137,-1.96698e-05,2.17804e-05,0,1.1073,1.1073,True,True,0,True
275,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
276,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
277,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
279,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
280,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
281,0.399554,0.299777,-1.31683e-05,1.45813e-05,0,1.1073,1.1073,True,True,0,True
282,0.528744,0.364372,-1.48056e-05,1.63943e-05,0,1.1073,1.1073,True,True,0,True
283,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
284,0.5,0.35,-1.44411e-05,1.59907e-05,0,1.1073,1.1073,True,True,0,True
285,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
286,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
287,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
288,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
289,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
290,0.339239,0.73038,-2.00138e-05,2.21614e-05,0,1.1073,1.1073,True,True,0,True
291,0.138358,0.399318,-1.20855e-05,1.33823e-05,0,1.1073,1.1073,True,True,0,True
292,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
293,0.10947,0.154735,-8.98743e-06,9.95182e-06,0,1.1073,1.1073,True,True,0,True
295,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
296,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
297,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
298,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
299,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
300,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
301,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
302,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
303,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
304,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
305,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
306,0.276314,0.761843,-1.99358e-05,2.2075e-05,0,1.1073,1.1073,True,True,0,True
307,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
308,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
309,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
310,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
311,0.140807,0.829596,-1.89656e-05,2.10007e-05,0,1.1073,1.1073,True,True,0,True
312,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
313,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
314,0.281024,0.470651,-1.47714e-05,1.63565e-05,0,1.1073,1.1073,True,True,0,True
315,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
316,0.26253,0.231265,-1.13768e-05,1.25976e-05,0,1.1073,1.1073,True,True,0,True
317,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
318,0.466572,0.436575,-1.56077e-05,1.72825e-05,0,1.1073,1.1073,True,True,0,True
319,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
320,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
321,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
322,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
323,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
325,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
326,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
327,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
328,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
329,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
330,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
331,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
332,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
333,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
334,0.496808,0.651596,-1.9739e-05,2.18571e-05,0,1.1073,1.1073,True,True,0,True
335,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
336,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
337,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
338,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
339,0.254713,0.772643,-1.98701e-05,2.20023e-05,0,1.1073,1.1073,True,True,0,True
340,0.405173,0.697414,-1.99623e-05,2.21044e-05,0,1.1073,1.1073,True,True,0,True
341,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
342,0.024312,0.887844,-1.47263e-05,1.63065e-05,0,1.1073,1.1073,True,True,0,True
343,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
344,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
345,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
346,0.8,0.5,-1.83566e-05,2.03264e-05,0,1.1073,1.1073,True,True,0,True
