cycle_idx,dod,sigma_bar,count,s_sigma,phi_prime,expected_sg,measured_sg,ratio,note
111,4.73695e-17,0.330139,1,,,,,,skip_zero_dod
112,0.8,0.5,0.5,,,,,,skip_window_violation
113,0.8,0.5,1,,,,,,skip_window_violation
114,0.181494,0.80892,1,1.37889,2.81715e-05,1.94226e-05,1.94226e-05,1,
115,0.8,0.5,0.5,,,,,,skip_window_violation
116,0.8,0.5,0.5,,,,,,skip_window_violation
117,0.8,0.5,1,,,,,,skip_window_violation
118,0.8,0.5,0.5,,,,,,skip_window_violation
119,0.8,0.5,0.5,,,,,,skip_window_violation
120,0.314238,0.257452,1,0.777051,3.10721e-05,1.20723e-05,1.20723e-05,1,
121,0.120334,0.1605,1,0.702521,2.61786e-05,9.19552e-06,9.19552e-06,1,
122,0.8,0.5,0.5,,,,,,skip_window_violation
123,0.8,0.5,0.5,,,,,,skip_window_violation
124,0.8,0.5,1,,,,,,skip_window_violation
125,0.6833,0.441983,1,0.941447,3.56941e-05,1.68021e-05,1.68021e-05,1,
126,0.8,0.5,0.5,,,,,,skip_window_violation
127,3.78956e-16,0.9,1,,,,,,skip_zero_dod
128,0.8,0.5,0.5,,,,,,skip_window_violation
129,0.235451,0.781941,1,1.34074,2.95114e-05,1.97835e-05,1.97835e-05,1,
130,0.8,0.5,1,,,,,,skip_window_violation
131,2.84217e-16,0.6,1,,,,,,skip_zero_dod
132,0.8,0.5,0.5,,,,,,skip_window_violation
133,0.8,0.5,0.5,,,,,,skip_window_violation
134,0.8,0.5,0.5,,,,,,skip_window_violation
135,3.78956e-16,0.9,1,,,,,,skip_zero_dod
136,0.201774,0.79878,1,1.36442,2.87093e-05,1.95858e-05,1.95858e-05,1,
137,0.8,0.5,0.5,,,,,,skip_window_violation
138,0.8,0.5,1,,,,,,skip_window_violation
139,0.8,0.5,0.5,,,,,,skip_window_violation
140,0.8,0.5,0.5,,,,,,skip_window_violation
141,0.8,0.5,0.5,,,,,,skip_window_violation
142,0.8,0.5,0.5,,,,,,skip_window_violation
143,0.321838,0.261252,1,0.780128,3.12049e-05,1.21719e-05,1.21719e-05,1,
144,0.748677,0.525328,1,1.02669,3.62812e-05,1.86248e-05,1.86248e-05,1,
145,0.350762,0.724286,1,1.26271,3.1688e-05,2.00063e-05,2.00063e-05,1,
146,0.8,0.5,0.5,,,,,,skip_window_violation
147,0.241709,0.778812,1,1.33638,2.96499e-05,1.98118e-05,1.98118e-05,1,
148,0.0659954,0.866669,1,1.46424,2.35165e-05,1.72169e-05,1.72169e-05,1,
149,0.8,0.5,0.5,,,,,,skip_window_violation
150,0.8,0.5,0.5,,,,,,skip_window_violation
151,0.8,0.5,0.5,,,,,,skip_window_violation
152,0.537601,0.369134,1,0.872755,3.41982e-05,1.49233e-05,1.49233e-05,1,
153,2.84217e-16,0.644984,1,,,,,,skip_zero_dod
154,0.8,0.5,0.5,,,,,,skip_window_violation
155,0.534334,0.6325,1,1.14775,3.4161e-05,1.96041e-05,1.96041e-05,1,
156,3.78956e-16,0.9,1,,,,,,skip_zero_dod
157,0.197745,0.570989,1,1.07662,2.86061e-05,1.5399e-05,1.5399e-05,1,
158,0.692166,0.553584,1,1.05731,3.57764e-05,1.89134e-05,1.89134e-05,1,
159,0.8,0.5,0.5,,,,,,skip_window_violation
160,4.73695e-17,0.265134,1,,,,,,skip_zero_dod
161,0.8,0.5,0.5,,,,,,skip_window_violation
162,0.8,0.5,0.5,,,,,,skip_window_violation
163,0.8,0.5,0.5,,,,,,skip_window_violation
164,0.8,0.5,0.5,,,,,,skip_window_violation
165,0.2,0.5,1,1,2.8664e-05,1.4332e-05,1.4332e-05,1,
166,0.8,0.5,1,,,,,,skip_window_violation
167,0.8,0.5,0.5,,,,,,skip_window_violation
168,0.8,0.5,0.5,,,,,,skip_window_violation
169,0.227,0.213833,1,0.742588,2.93194e-05,1.08861e-05,1.08861e-05,1,
170,0.8,0.5,0.5,,,,,,skip_window_violation
171,1.89478e-16,0.676149,1,,,,,,skip_zero_dod
172,0.723851,0.537741,1,1.04003,3.60634e-05,1.87535e-05,1.87535e-05,1,
173,0.8,0.5,0.5,,,,,,skip_window_violation
174,0.492923,0.346795,1,0.852712,3.36725e-05,1.43565e-05,1.43565e-05,1,
175,0.569861,0.614736,1,1.12674,3.45558e-05,1.94677e-05,1.94677e-05,1,
176,0.8,0.5,0.5,,,,,,skip_window_violation
177,3.78956e-16,0.9,1,,,,,,skip_zero_dod
178,3.78956e-16,0.9,1,,,,,,skip_zero_dod
179,0.303971,0.747681,1,1.29381,3.08883e-05,1.99818e-05,1.99818e-05,1,
180,3.78956e-16,0.9,1,,,,,,skip_zero_dod
181,0.8,0.5,0.5,,,,,,skip_window_violation
182,0.0532899,0.406452,1,0.907293,2.26357e-05,1.02686e-05,1.02686e-05,1,
183,0.569861,0.385264,1,0.887519,3.45558e-05,1.53345e-05,1.53345e-05,1,
184,0.8,0.5,0.5,,,,,,skip_window_violation
185,0.8,0.5,0.5,,,,,,skip_window_violation
186,0.569861,0.385264,1,0.887519,3.45558e-05,1.53345e-05,1.53345e-05,1,
187,0.425392,0.313029,1,0.823288,3.27983e-05,1.35012e-05,1.35012e-05,1,
188,0.0577806,0.870776,1,1.47051,2.2965e-05,1.68851e-05,1.68851e-05,1,
189,0.8,0.5,0.5,,,,,,skip_window_violation
190,3.78956e-16,0.9,1,,,,,,skip_zero_dod
191,0.8,0.5,0.5,,,,,,skip_window_violation
192,0.8,0.5,0.5,,,,,,skip_window_violation
193,0.8,0.5,0.5,,,,,,skip_window_violation
194,0.8,0.5,0.5,,,,,,skip_window_violation
195,0.8,0.5,0.5,,,,,,skip_window_violation
196,0.126399,0.163533,1,0.70474,2.64094e-05,9.3059e-06,9.3059e-06,1,
197,0.449813,0.32524,1,0.833809,3.31268e-05,1.38107e-05,1.38107e-05,1,
198,0.0182851,0.890524,1,1.50102,1.87007e-05,1.40351e-05,1.40351e-05,1,
199,0.00230538,0.898514,1,1.51354,1.2921e-05,9.77829e-06,9.77829e-06,1,
200,0.8,0.5,0.5,,,,,,skip_window_violation
201,0.8,0.5,0.5,,,,,,skip_window_violation
202,0.8,0.5,1,,,,,,skip_window_violation
203,0.69635,0.448508,1,0.947857,3.58149e-05,1.69737e-05,1.69737e-05,1,
204,0.8,0.5,0.5,,,,,,skip_window_violation
205,0.295205,0.752064,1,1.29972,3.07274e-05,1.99685e-05,1.99685e-05,1,
206,0.339722,0.5,1,1,3.15076e-05,1.57538e-05,1.57538e-05,1,
207,0.8,0.5,0.5,,,,,,skip_window_violation
208,0.8,0.5,1,,,,,,skip_window_violation
209,0.502078,0.351372,1,0.856781,3.37833e-05,1.44725e-05,1.44725e-05,1,
210,4.73695e-17,0.328548,1,,,,,,skip_zero_dod
211,0.5,0.350333,1,0.855856,3.37583e-05,1.44461e-05,1.44461e-05,1,
212,0.8,0.5,0.5,,,,,,skip_window_violation
213,0.8,0.5,0.5,,,,,,skip_window_violation
214,0.8,0.5,0.5,,,,,,skip_window_violation
215,0.8,0.5,0.5,,,,,,skip_window_violation
216,0.5,0.350333,1,0.855856,3.37583e-05,1.44461e-05,1.44461e-05,1,
217,0.8,0.5,0.5,,,,,,skip_window_violation
218,3.78956e-16,0.9,1,,,,,,skip_zero_dod
219,0.8,0.5,0.5,,,,,,skip_window_violation
220,0.334449,0.732442,1,1.27346,3.14198e-05,2.00059e-05,2.00059e-05,1,
221,0.8,0.5,0.5,,,,,,skip_window_violation
222,0.8,0.5,0.5,,,,,,skip_window_violation
223,0.8,0.5,0.5,,,,,,skip_window_violation
224,0.8,0.5,0.5,,,,,,skip_window_violation
225,0.8,0.5,1,,,,,,skip_window_violation
226,0.569861,0.385264,1,0.887519,3.45558e-05,1.53345e-05,1.53345e-05,1,
227,0.8,0.5,0.5,,,,,,skip_window_violation
228,0.8,0.5,0.5,,,,,,skip_window_violation
229,0.8,0.5,0.5,,,,,,skip_window_violation
230,0.8,0.5,0.5,,,,,,skip_window_violation
231,0.8,0.5,0.5,,,,,,skip_window_violation
232,0.167452,0.815941,1,1.38899,2.77693e-05,1.92857e-05,1.92857e-05,1,
233,0.8,0.5,0.5,,,,,,skip_window_violation
234,0.8,0.5,0.5,,,,,,skip_window_violation
235,0.8,0.5,0.5,,,,,,skip_window_violation
236,0.8,0.5,0.5,,,,,,skip_window_violation
237,0.8,0.5,0.5,,,,,,skip_window_violation
238,0.8,0.5,1,,,,,,skip_window_violation
239,0.356959,0.278813,1,0.794506,3.17873e-05,1.26276e-05,1.26276e-05,1,
240,0.8,0.5,1,,,,,,skip_window_violation
241,9.4739e-17,0.490229,1,,,,,,skip_zero_dod
242,0.8,0.5,1,,,,,,skip_window_violation
243,0.8,0.5,0.5,,,,,,skip_window_violation
244,0.8,0.5,0.5,,,,,,skip_window_violation
245,0.8,0.5,1,,,,,,skip_window_violation
246,0.0687639,0.134715,1,0.683932,2.36897e-05,8.10107e-06,8.10107e-06,1,
247,0.725989,0.536672,1,1.03888,3.60824e-05,1.87426e-05,1.87426e-05,1,
248,0.8,0.5,0.5,,,,,,skip_window_violation
249,3.78956e-16,0.9,1,,,,,,skip_zero_dod
250,0.8,0.5,0.5,,,,,,skip_window_violation
251,0.8,0.5,0.5,,,,,,skip_window_violation
252,0.8,0.5,0.5,,,,,,skip_window_violation
253,0.569861,0.385264,1,0.887519,3.45558e-05,1.53345e-05,1.53345e-05,1,
254,0.8,0.5,0.5,,,,,,skip_window_violation
255,4.73695e-17,0.330139,1,,,,,,skip_zero_dod
256,0.8,0.5,0.5,,,,,,skip_window_violation
257,0.8,0.5,0.5,,,,,,skip_window_violation
258,3.78956e-16,0.9,1,,,,,,skip_zero_dod
259,3.78956e-16,0.9,1,,,,,,skip_zero_dod
260,3.78956e-16,0.9,1,,,,,,skip_zero_dod
261,0.8,0.5,0.5,,,,,,skip_window_violation
262,0.8,0.5,0.5,,,,,,skip_window_violation
263,0.8,0.5,0.5,,,,,,skip_window_violation
264,0.8,0.5,1,,,,,,skip_window_violation
265,0.8,0.5,1,,,,,,skip_window_violation
266,9.4739e-17,0.378438,1,,,,,,skip_zero_dod
267,0.397307,0.298987,1,0.811352,3.24008e-05,1.31442e-05,1.31442e-05,1,
268,0.621807,0.411237,1,0.911819,3.50982e-05,1.60016e-05,1.60016e-05,1,
269,0.601435,0.470847,1,0.970136,3.48901e-05,1.69241e-05,1.69241e-05,1,
270,0.748426,0.525454,1,1.02683,3.6279e-05,1.86261e-05,1.86261e-05,1,
271,0.8,0.5,1,,,,,,skip_window_violation
272,0.163232,0.259799,1,0.77895,2.76431e-05,1.07663e-05,1.07663e-05,1,
273,0.8,0.5,0.5,,,,,,skip_window_violation
274,0.517726,0.640804,1,1.1577,3.3969e-05,1.96629e-05,1.96629e-05,1,
275,0.8,0.5,0.5,,,,,,skip_window_violation
276,0.8,0.5,0.5,,,,,,skip_window_violation
277,0.8,0.5,0.5,,,,,,skip_window_violation
278,4.73695e-17,0.364346,1,,,,,,skip_zero_dod
279,0.8,0.5,1,,,,,,skip_window_violation
280,0.8,0.5,1,,,,,,skip_window_violation
281,0.399554,0.300111,1,0.8123,3.24335e-05,1.31729e-05,1.31729e-05,1,
282,0.528744,0.364705,1,0.868744,3.40969e-05,1.48108e-05,1.48108e-05,1,
283,0.8,0.5,1,,,,,,skip_window_violation
284,0.5,0.350333,1,0.855856,3.37583e-05,1.44461e-05,1.44461e-05,1,
285,0.8,0.5,0.5,,,,,,skip_window_violation
286,0.8,0.5,0.5,,,,,,skip_window_violation
287,0.8,0.5,0.5,,,,,,skip_window_violation
288,0.8,0.5,0.5,,,,,,skip_window_violation
289,0.8,0.5,0.5,,,,,,skip_window_violation
290,0.339239,0.730047,1,1.27029,3.14996e-05,2.00069e-05,2.00069e-05,1,
291,0.138358,0.399318,1,0.900586,2.68391e-05,1.20855e-05,1.20855e-05,1,
292,0.8,0.5,0.5,,,,,,skip_window_violation
293,0.10947,0.155068,1,0.698564,2.57401e-05,8.99054e-06,8.99054e-06,1,
294,1.18424e-17,0.1,1,,,,,,skip_zero_dod
295,0.8,0.5,0.5,,,,,,skip_window_violation
296,0.8,0.5,0.5,,,,,,skip_window_violation
297,0.8,0.5,0.5,,,,,,skip_window_violation
298,0.8,0.5,0.5,,,,,,skip_window_violation
299,0.8,0.5,0.5,,,,,,skip_window_violation
300,0.8,0.5,0.5,,,,,,skip_window_violation
301,0.8,0.5,0.5,,,,,,skip_window_violation
302,0.8,0.5,0.5,,,,,,skip_window_violation
303,0.8,0.5,0.5,,,,,,skip_window_violation
304,0.8,0.5,0.5,,,,,,skip_window_violation
305,0.8,0.5,0.5,,,,,,skip_window_violation
306,0.276314,0.761509,1,1.31255,3.03667e-05,1.99289e-05,1.99289e-05,1,
307,0.8,0.5,0.5,,,,,,skip_window_violation
308,0.8,0.5,0.5,,,,,,skip_window_violation
309,0.8,0.5,0.5,,,,,,skip_window_violation
310,0.8,0.5,0.5,,,,,,skip_window_violation
311,0.140807,0.829263,1,1.40837,2.69233e-05,1.8959e-05,1.8959e-05,1,
312,0.8,0.5,0.5,,,,,,skip_window_violation
313,0.8,0.5,0.5,,,,,,skip_window_violation
314,0.281024,0.470651,1,0.969938,3.04585e-05,1.47714e-05,1.47714e-05,1,
315,0.8,0.5,0.5,,,,,,skip_window_violation
316,0.26253,0.231598,1,0.756436,3.00906e-05,1.13808e-05,1.13808e-05,1,
317,0.8,0.5,0.5,,,,,,skip_window_violation
318,0.466572,0.436575,1,0.936167,3.33439e-05,1.56077e-05,1.56077e-05,1,
319,0.8,0.5,0.5,,,,,,skip_window_violation
320,0.8,0.5,0.5,,,,,,skip_window_violation
321,0.8,0.5,0.5,,,,,,skip_window_violation
322,0.8,0.5,0.5,,,,,,skip_window_violation
323,0.8,0.5,0.5,,,,,,skip_window_violation
324,1.89478e-16,0.484642,1,,,,,,skip_zero_dod
325,0.8,0.5,0.5,,,,,,skip_window_violation
326,0.8,0.5,0.5,,,,,,skip_window_violation
327,0.8,0.5,0.5,,,,,,skip_window_violation
328,0.8,0.5,0.5,,,,,,skip_window_violation
329,0.8,0.5,0.5,,,,,,skip_window_violation
330,0.8,0.5,0.5,,,,,,skip_window_violation
331,0.8,0.5,0.5,,,,,,skip_window_violation
332,0.8,0.5,0.5,,,,,,skip_window_violation
333,0.8,0.5,0.5,,,,,,skip_window_violation
334,0.496808,0.651263,1,1.17036,3.37198e-05,1.97322e-05,1.97322e-05,1,
335,0.8,0.5,0.5,,,,,,skip_window_violation
336,0.8,0.5,1,,,,,,skip_window_violation
337,0.8,0.5,0.5,,,,,,skip_window_violation
338,0.8,0.5,0.5,,,,,,skip_window_violation
339,0.254713,0.77231,1,1.32737,2.99286e-05,1.98632e-05,1.98632e-05,1,
340,0.405173,0.69708,1,1.22748,3.25144e-05,1.99554e-05,1.99554e-05,1,
341,0.8,0.5,1,,,,,,skip_window_violation
342,0.024312,0.887511,1,1.49632,1.96764e-05,1.47212e-05,1.47212e-05,1,
343,0.8,0.5,0.5,,,,,,skip_window_violation
344,0.8,0.5,0.5,,,,,,skip_window_violation
345,0.8,0.5,0.5,,,,,,skip_window_violation
346,0.8,0.5,0.5,,,,,,skip_window_violation
347,0.8,0.5,0.5,,,,,,skip_window_violation
348,0.540346,0.629493,1,1.14416,3.42293e-05,1.95819e-05,1.95819e-05,1,
349,0.8,0.5,0.5,,,,,,skip_window_violation
350,0.8,0.5,0.5,,,,,,skip_window_violation
351,0.8,0.5,0.5,,,,,,skip_window_violation
352,0.8,0.5,0.5,,,,,,skip_window_violation
353,0.8,0.5,0.5,,,,,,skip_window_violation
354,0.8,0.5,1,,,,,,skip_window_violation
355,0.2,0.5,1,1,2.8664e-05,1.4332e-05,1.4332e-05,1,
356,0.8,0.5,0.5,,,,,,skip_window_violation
357,0.8,0.5,0.5,,,,,,skip_window_violation
358,0.8,0.5,1,,,,,,skip_window_violation
359,0.126203,0.163435,1,0.704669,2.64021e-05,9.30237e-06,9.30237e-06,1,
360,0.626715,0.413691,1,0.914149,3.51475e-05,1.6065e-05,1.6065e-05,1,
361,0.125871,0.163269,1,0.704547,2.63897e-05,9.29639e-06,9.29639e-06,1,
362,0.648108,0.424387,1,0.924375,3.53588e-05,1.63424e-05,1.63424e-05,1,
363,0.8,0.5,0.5,,,,,,skip_window_violation
364,0.8,0.5,0.5,,,,,,skip_window_violation
365,0.8,0.5,0.5,,,,,,skip_window_violation
366,0.8,0.5,0.5,,,,,,skip_window_violation
367,0.8,0.5,0.5,,,,,,skip_window_violation
368,0.8,0.5,0.5,,,,,,skip_window_violation
369,0.8,0.5,1,,,,,,skip_window_violation
370,0.8,0.5,0.5,,,,,,skip_window_violation
371,0.569861,0.614736,1,1.12674,3.45558e-05,1.94677e-05,1.94677e-05,1,
372,0.8,0.5,0.5,,,,,,skip_window_violation
373,0.8,0.5,1,,,,,,skip_window_violation
374,0.0851661,0.142916,1,0.689791,2.46119e-05,8.48854e-06,8.48854e-06,1,
375,0.5,0.350333,1,0.855856,3.37583e-05,1.44461e-05,1.44461e-05,1,
376,0.8,0.5,0.5,,,,,,skip_window_violation
377,0.8,0.5,0.5,,,,,,skip_window_violation
378,0.8,0.5,0.5,,,,,,skip_window_violation
379,0.8,0.5,0.5,,,,,,skip_window_violation
380,0.8,0.5,1,,,,,,skip_window_violation
381,0.8,0.5,1,,,,,,skip_window_violation
382,0.8,0.5,0.5,,,,,,skip_window_violation
383,4.73695e-17,0.330139,1,,,,,,skip_zero_dod
384,0.8,0.5,0.5,,,,,,skip_window_violation
385,0.8,0.5,0.5,,,,,,skip_window_violation
386,3.78956e-16,0.9,1,,,,,,skip_zero_dod
387,0.361089,0.719122,1,1.25594,3.18526e-05,2.00025e-05,2.00025e-05,1,
388,0.8,0.5,0.5,,,,,,skip_window_violation
389,9.4739e-17,0.338292,1,,,,,,skip_zero_dod
390,0.304352,0.252509,1,0.773066,3.08952e-05,1.1942e-05,1.1942e-05,1,
391,0.101711,0.155177,1,0.698642,2.54045e-05,8.87433e-06,8.87433e-06,1,
392,0.8,0.5,0.5,,,,,,skip_window_violation
393,0.8,0.5,0.5,,,,,,skip_window_violation
394,0.8,0.5,0.5,,,,,,skip_window_violation
395,0.8,0.5,0.5,,,,,,skip_window_violation
396,0.8,0.5,0.5,,,,,,skip_window_violation
397,0.15766,0.820837,1,1.39608,2.74722e-05,1.91768e-05,1.91768e-05,1,
398,0.8,0.5,0.5,,,,,,skip_window_violation
399,0.8,0.5,0.5,,,,,,skip_window_violation
400,3.78956e-16,0.9,1,,,,,,skip_zero_dod
401,0.8,0.5,0.5,,,,,,skip_window_violation
402,0.8,0.5,0.5,,,,,,skip_window_violation
403,4.73695e-17,0.330139,1,,,,,,skip_zero_dod
404,0.8,0.5,0.5,,,,,,skip_window_violation
405,0.0273804,0.114024,1,0.669372,2.00984e-05,6.72666e-06,6.72666e-06,1,
406,0.146993,0.17383,1,0.712328,2.71308e-05,9.66301e-06,9.66301e-06,1,
407,0.8,0.5,0.5,,,,,,skip_window_violation
408,0.8,0.5,0.5,,,,,,skip_window_violation
409,0.8,0.5,1,,,,,,skip_window_violation
410,0.8,0.5,0.5,,,,,,skip_window_violation
411,0.8,0.5,0.5,,,,,,skip_window_violation
412,0.8,0.5,0.5,,,,,,skip_window_violation
413,0.8,0.5,0.5,,,,,,skip_window_violation
414,0.8,0.5,0.5,,,,,,skip_window_violation
415,0.324137,0.492207,1,0.991928,3.12446e-05,1.54962e-05,1.54962e-05,1,
416,0.8,0.5,0.5,,,,,,skip_window_violation
417,0.325373,0.362042,1,0.866342,3.12658e-05,1.35434e-05,1.35434e-05,1,
418,0.8,0.5,0.5,,,,,,skip_window_violation
419,0.8,0.5,0.5,,,,,,skip_window_violation
420,0.8,0.5,0.5,,,,,,skip_window_violation
421,0.8,0.5,0.5,,,,,,skip_window_violation
422,0.469646,0.664844,1,1.18701,3.3383e-05,1.9813e-05,1.9813e-05,1,
423,0.8,0.5,0.5,,,,,,skip_window_violation
424,0.8,0.5,0.5,,,,,,skip_window_violation
425,0.8,0.5,1,,,,,,skip_window_violation
426,0.8,0.5,0.5,,,,,,skip_window_violation
427,0.8,0.5,0.5,,,,,,skip_window_violation
428,0.8,0.5,0.5,,,,,,skip_window_violation
429,0.8,0.5,0.5,,,,,,skip_window_violation
430,0.5,0.350333,1,0.855856,3.37583e-05,1.44461e-05,1.44461e-05,1,
431,0.8,0.5,1,,,,,,skip_window_violation
432,0.8,0.5,0.5,,,,,,skip_window_violation
433,0.490873,0.65423,1,1.17398,3.36475e-05,1.97507e-05,1.97507e-05,1,
434,0.8,0.5,0.5,,,,,,skip_window_violation
435,0.8,0.5,1,,,,,,skip_window_violation
436,0.571002,0.385834,1,0.888046,3.45682e-05,1.53491e-05,1.53491e-05,1,
437,0.8,0.5,0.5,,,,,,skip_window_violation
438,0.12202,0.838657,1,1.4222,2.62437e-05,1.86619e-05,1.86619e-05,1,
