cycle_idx,dod,sigma_bar,measured_discharge,expected_discharge,ratio_discharge,measured_charge,expected_charge,ratio_charge,pass
772,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
773,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
774,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
775,0.13022060333808289,0.8348896983309586,3.7030930140149962,3.79375430394339,0.9761024877562164,3.2491193248076238,3.328666165247084,0.9761024877562164,False
776,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
777,0.6279435940572744,0.4139717970286372,3.7030930140149962,3.2428946847969944,1.1419097361920065,3.249119324807624,2.845338139985261,1.1419097361920065,False
778,0.7473397822639275,0.4736698911319637,3.7030930140149962,3.559530930243278,1.0403317421832057,3.249119324807624,3.123156963363561,1.0403317421832057,False
779,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
780,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
781,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
783,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
784,0.7442757270955518,0.527862136452224,3.7030930140149962,3.7631457651130287,0.9840418748445082,3.249119324807624,3.3018100223844926,0.9840418748445083,False
785,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
786,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
787,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
788,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
789,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
790,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
791,0.023765619842061603,0.11188280992103079,3.7030930140149962,1.3201608162042189,2.8050317571629515,3.249119324807624,1.1583181960456053,2.8050317571629515,False
792,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
793,0.3951913649646525,0.29759568248232626,3.7030930140149962,2.6452408515306085,1.399907691532998,3.249119324807624,2.3209525488424227,1.3999076915329982,False
794,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
795,0.15581704627939066,0.822091476860305,3.7030930140149962,3.865470393160046,0.9579928540049416,3.249119324807624,3.391590356049633,0.9579928540049416,False
796,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
797,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
798,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
799,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
800,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
801,0.5921431563548366,0.39607157817741834,3.7030930140149962,3.1498982537979505,1.1756230568876433,3.2491193248076238,2.7637424306812903,1.1756230568876431,False
802,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
803,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
804,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
805,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
806,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
808,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
809,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
810,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
811,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
812,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
813,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
814,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
815,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
816,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
818,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
819,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
820,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
821,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
823,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
824,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
825,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
826,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
827,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
828,0.3000139257210009,0.7499930371394999,3.7030930140149962,4.031197086648176,0.9186087741232247,3.249119324807624,3.537000098773037,0.9186087741232247,False
830,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
832,0.7334635899433244,0.5332682050283378,3.7030930140149962,3.7744891178199924,0.981084564936769,3.249119324807624,3.311762758205283,0.9810845649367691,False
833,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
834,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
835,0.35641660848033563,0.2782083042401678,3.7030930140149962,2.545081387115719,1.4549998411687826,3.249119324807624,2.233071944666089,1.4549998411687826,False
836,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
837,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
838,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
839,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
842,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
844,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
845,0.6144012628621788,0.4072006314310894,3.7030930140149962,3.207629016179632,1.15446424612578,3.249119324807624,2.8143957993599305,1.1544642461257801,False
846,0.48090549950091505,0.34045274975045753,3.7030930140149962,2.8644568674016324,1.2927731801994617,3.249119324807624,2.5132941915660085,1.2927731801994617,False
847,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.2491193248076238,3.249119324807624,0.9999999999999999,True
848,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
849,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
850,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
851,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
852,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
853,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
854,0.4672078811923789,0.6663960594038105,3.7030930140149962,3.9996263725077466,0.9258597351665062,3.249119324807624,3.509299736664003,0.9258597351665063,False
855,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
856,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
857,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
858,0.039877199249022555,0.11993859962451126,3.7030930140149962,1.4601390849232452,2.536123477723121,3.249119324807624,1.2811360934699503,2.5361234777231214,False
859,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
861,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
862,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
863,0.004907584217555723,0.8975462078912222,3.7030930140149962,2.255162574737593,1.6420514669306634,3.249119324807624,1.9786951811449038,1.6420514669306634,False
864,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
865,0.5858175009570072,0.6070912495214967,3.7030930140149962,3.9153831519645212,0.9457804946003792,3.249119324807624,3.4353841545235877,0.9457804946003792,False
866,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
867,0.5907512053567584,0.39537560267837923,3.7030930140149962,3.1462969067632103,1.1769687107580056,3.249119324807624,2.760582583979728,1.1769687107580056,False
868,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
869,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
870,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
871,0.3397220735296482,0.5,3.7030930140149962,3.1780300969049726,1.1652164709268718,3.249119324807624,2.7884255036517906,1.1652164709268718,False
872,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,True
873,0.36617676796280024,0.2830883839814001,3.7030930140149962,2.570398696938994,1.4406687252156218,3.249119324807624,2.2552855267412952,1.4406687252156218,False
874,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
875,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
876,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,True
