cycle_idx,dod,sigma_bar,measured_discharge,expected_discharge,ratio_discharge,measured_charge,expected_charge,ratio_charge,classification,pct_overwritten,n_discharge_timesteps,n_carry_dominant,n_carry_own
353,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,1,0,0
354,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,PASS_FORMULA,0.0,1,0,0
355,0.2000000000000001,0.5,3.7030930140149962,2.8912103050338427,1.2808106721145802,3.249119324807624,2.536767842075695,1.2808106721145802,PASS_OVERWRITE,100.0,1,1,0
356,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,4,0,0
357,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,2,0,0
358,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,PASS_FORMULA,0.0,1,0,0
359,0.12620298597361898,0.16310149298680945,3.7030930140149962,1.8759244620990798,1.9740096623461012,3.249119324807624,1.6459490481652763,1.9740096623461014,PASS_OVERWRITE,100.0,1,1,0
360,0.6267146428190192,0.4133573214095096,3.7030930140149962,3.239689707790731,1.1430394105675872,3.2491193248076238,2.842526071077674,1.1430394105675872,PASS_OVERWRITE,100.0,1,1,0
361,0.12587097529794786,0.1629354876489739,3.7030930140149962,1.8747187585066947,1.9752792237299057,3.2491193248076238,1.64489115552602,1.9752792237299055,PASS_OVERWRITE,100.0,1,1,0
362,0.6481082629775334,0.4240541314887667,3.7030930140149962,3.295621625462136,1.1236402217429076,3.249119324807624,2.8916011210134775,1.1236402217429076,PASS_OVERWRITE,100.0,1,1,0
363,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.2491193248076238,3.249119324807624,0.9999999999999999,PASS_FORMULA,0.0,11,0,0
364,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,1,0,0
