timestamp,case,model,calendar_correction,fd_total,fd_cycle,fd_calendar,fd_calendar_pct,soh_pct,capacity_fade_pct,e_cap_degraded_MWh,total_cycles_efc,n_rainflow_cycles,mean_dod_pct,mean_soc_pct,eol_80_yr,eol_70_yr,eol_60_yr
2026-04-07 13:04:32,dispatch_fixed,Shi2018_polynomial_SEI,Xu ft_calendar added to Shi reporting path (dual-Phi: gradient unchanged),0.023151154448442436,0.010613081226001183,0.012538073222441253,54.157442776184276,92.44227496778336,7.557725032216633,277.3268249033501,303.9269307738172,685.0,50.684997334749916,52.58865368613338,7.08,12.85,19.51
