e_cap_MWh,p_cap_MW,year,soh_pct,fd_cumulative,n_repl_so_far
1500,275,3,89.07495532296576,0.05654159071947039,0
1500,275,4,87.38832498701164,0.07559614314101303,0
1500,275,5,85.73249315968768,0.09471962891293718,0
1500,275,6,84.1026432027444,0.11391290115510341,0
1500,275,7,82.49817175115788,0.13317470082254496,0
1500,275,8,80.91884129878488,0.15250413391467424,0
1500,275,9,79.36417753287569,0.17190372452081812,0
1500,275,10,77.83376159690057,0.19137553559325954,0
1500,275,11,76.32693506056408,0.2109249351230003,0
1500,275,12,74.84377830130191,0.2305478411444809,0
1500,275,13,73.3834413706144,0.2502525105636997,0
1500,275,14,71.945956276204,0.2700355964336965,0
1500,275,15,70.53102369721168,0.28989816086185904,0
1500,275,16,69.13829043007273,0.309842118346982,0
1500,275,17,93.1103434375591,0.018651285057309244,1
1500,275,18,90.83731226346171,0.03755384285255711,1
1500,275,19,89.07495532296576,0.05654159071947039,1
1500,275,20,87.38832498701164,0.07559614314101303,1
