timestamp,run_label,year,soh_pct,fd_annual,fd_cycle,fd_calendar,fd_calendar_pct,fd_cumulative,n_replacements,replacement_this_year
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,1,92.3077,0.024172,0.011503,0.012669,52.4,0.024172,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,2,89.795,0.024428,0.011766,0.012662,51.8,0.0486,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,3,87.6057,0.024514,0.011854,0.01266,51.6,0.073114,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,4,85.4772,0.024587,0.01193,0.012657,51.5,0.097701,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,5,83.3932,0.024683,0.012025,0.012658,51.3,0.122384,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,6,81.354,0.024757,0.012102,0.012655,51.1,0.147141,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,7,79.3588,0.02483,0.012179,0.012651,50.9,0.171971,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,8,77.4067,0.024907,0.012258,0.012649,50.8,0.196878,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,9,75.4966,0.024985,0.012339,0.012646,50.6,0.221863,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,10,73.6279,0.025064,0.012422,0.012643,50.4,0.246927,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,11,71.7998,0.025143,0.012503,0.012639,50.3,0.27207,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,12,70.0113,0.025225,0.012588,0.012637,50.1,0.297295,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,13,68.2621,0.025301,0.012664,0.012636,49.9,0.322595,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,14,66.5525,0.025364,0.012733,0.012631,49.8,0.34796,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,15,64.8814,0.02543,0.012801,0.012629,49.7,0.373389,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,16,63.2482,0.025495,0.012869,0.012626,49.5,0.398884,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,17,61.6521,0.025559,0.012936,0.012623,49.4,0.424443,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,18,60.0841,0.025762,0.013146,0.012616,49.0,0.450206,0,False
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,19,58.5527,0.025819,0.013202,0.012616,48.9,0.476024,0,True
2026-03-20 16:16:57,20260320_161219_dk2022_150mw_300mwh_v2,20,92.3077,0.024172,0.011503,0.012669,52.4,0.024172,1,False
