timestamp,case,model,calendar_correction,fd_total,fd_cycle,fd_calendar,fd_calendar_pct,soh_pct,capacity_fade_pct,e_cap_degraded_MWh,total_cycles_efc,n_rainflow_cycles,mean_dod_pct,mean_soc_pct,eol_80_yr,eol_70_yr,eol_60_yr
2026-03-23 18:39:07,dispatch_fixed,Shi2018_polynomial_SEI,Xu ft_calendar added to Shi reporting path (dual-Phi: gradient unchanged),0.024150169664701467,0.011492247006994213,0.012657922657707254,52.41339018917292,92.31055764143005,7.689442358569954,276.9316729242901,330.3740354895535,700.5,53.750608122398006,52.681798585657994,6.78,12.31,18.68
2026-03-23 18:39:07,sizing_opt,Shi2018_polynomial_SEI,Xu ft_calendar added to Shi reporting path (dual-Phi: gradient unchanged),0.023987704222124782,0.011340043843433146,0.012647660378691637,52.72559750435064,92.331649237517,7.6683507624830005,276.994947712551,326.26889805771685,731.5,50.83836826028475,53.307310126856656,6.83,12.39,18.81
