timestamp,run_label,year,timestep,soh_pct,subgrad_combined
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,0,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,1,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,2,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,3,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,4,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,5,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,6,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,7,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,8,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,9,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,10,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,11,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,12,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,13,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,14,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,15,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,16,92.7733,3.70309301
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,17,92.7733,3.70309301
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,18,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,19,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,20,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,21,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,22,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,23,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,24,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,25,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,26,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,27,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,28,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,29,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,30,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,31,92.7733,0.0
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,32,92.7733,-3.24911932
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,33,92.7733,3.70309301
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,34,92.7733,3.70309301
2026-05-25 19:07:24,20260525_190713_dk2022_150mw_300mwh_soc10_90_v5,1,35,92.7733,3.70309301
