e_cap_MWh,p_cap_MW,ep_ratio_h,npv_bat_noDeg_MEUR,npv_bat_multiyear_MEUR,npv_bat_planB_MEUR,rev_bat_yr1_kEUR,rev_bat_yrN_kEUR,rev_bat_fade_pct,npv_total_noDeg_MEUR,npv_total_multiyear_MEUR,fd_yr1,n_replacements,replacement_yrs,final_soh_pct,capex_MEUR,pv_rev_bat_MEUR,pv_rev_total_MEUR,pv_repl_MEUR,dNPV_dEcap_yr1,elapsed_s
600,275,2.1818181818181817,121.85525764870434,44.80969329872761,107.72598516934849,19660.94786865926,17244.04630204797,-12.292904608449618,2597.6937891554885,2520.6482248055117,0.021984005729831765,1,13,80.5486240301847,170.65,262.85390656225275,2738.692438069037,47.394213263525145,63074.18556049862,219.31371120002586
800,275,2.909090909090909,129.86563123100166,42.093206926885536,112.02060500508931,23492.94046935466,21273.756044137896,-9.446175663329914,2605.7041627377857,2517.9317384336696,0.02082406362602792,1,14,82.9823360670818,219.64999999999998,317.2771026156495,2793.1156341224337,55.533895688763984,-1949.9072096251766,212.76438479998615
