timestamp,hours_simulated,days_simulated,optimization_type,revenue_kUSD,revenue_increase_pct,p_cap_MW,e_cap_MWh,npv_MUSD,cycles_per_year,solver,no_battery
2026-05-25 17:25:45,8760,365.0,sizing,196369.9817731406,17.999999999999993,0.0,0.0,0.0,0.0,gurobi,True
2026-05-25 17:25:45,8760,365.0,dispatch_fixed,38846.11182738698,-76.65711859704089,150.0,300.0,-70.8,0.0,gurobi,False
