timestamp,hours_simulated,days_simulated,optimization_type,p_min_MW,revenue_kUSD,revenue_increase_pct,p_cap_MW,e_cap_MWh,cost_MUSD,npv_MUSD,cycles_efc,cycles_per_year,wind_mean_MW,wind_peak_MW,rte_pct,solver
2026-02-25 15:54:59,8760,365.0,sizing,0.0,49078.2599146196,18.424893975979796,0.0,0.0,-0.0,702.9871355022743,0.0,0.0,120.03376762839726,325.0,87.74068899999999,gurobi
2026-02-25 15:54:59,8760,365.0,dispatch_fixed,0.0,50719.89563009859,22.3861292742767,150.0,300.0,45.5760099660268,655.7015956964717,303.9269307738172,303.9269307738172,120.03376762839726,325.0,87.74068899999999,gurobi
