timestamp,hours_simulated,days_simulated,optimization_type,revenue_kUSD,revenue_increase_pct,p_cap_MW,e_cap_MWh,npv_MUSD,cycles_per_year,solver,no_battery
2026-03-20 16:16:57,8752,364.6666666666667,sizing,221381.52948362957,25.037245989501876,121.91848362609822,300.0,3103.5381730942354,326.56713288226683,gurobi,False
2026-03-20 16:16:57,8752,364.6666666666667,dispatch_fixed,221591.84595842977,25.156033644716725,150.0,300.0,3103.2370850958914,330.67602272491865,gurobi,False
