e_cap_MWh,p_cap_MW,ep_ratio_h,npv_bat_noDeg_MEUR,npv_bat_multiyear_MEUR,npv_bat_planB_MEUR,rev_bat_yr1_kEUR,rev_bat_yrN_kEUR,rev_bat_fade_pct,npv_arb_noDeg_MEUR,npv_arb_multiyear_MEUR,npv_arb_planB_MEUR,rev_arb_yr1_kEUR,rev_arb_yrN_kEUR,pv_rev_arb_MEUR,npv_total_noDeg_MEUR,npv_total_multiyear_MEUR,fd_yr1,n_replacements,replacement_yrs,final_soh_pct,capex_MEUR,pv_rev_bat_MEUR,pv_rev_total_MEUR,pv_repl_MEUR,dNPV_dEcap_yr1,elapsed_s
600,275,2.1818181818181817,110.96946750950622,35.262082957217075,97.36602590329842,19660.94786865926,17516.87504167986,-10.905236315677236,110.94881084274327,35.241426290454456,97.34536923653548,19659.505746593062,17515.4329196137,253.2856395539796,2494.6679161706966,2418.9605316184075,0.021984005729831765,1,13,82.39981227370559,170.65,253.3062962207422,2637.0047448819328,47.394213263525145,63074.18556049862,103.62020080001093
800,275,2.909090909090909,116.85815969857704,30.314444004771396,99.67724875074651,23492.94046935466,21560.892539075434,-8.223951075002645,116.83750303181439,30.293787338008684,99.65659208398387,23491.49834728848,21559.450417009255,305.47768302677264,2500.5566083597673,2414.0128926659618,0.02082406362602792,1,14,84.78331959125994,219.64999999999998,305.4983396935354,2689.196788354726,55.53389568876399,-1949.9072096251766,104.0506140999496
