timestamp,hours_simulated,days_simulated,optimization_type,p_min_MW,revenue_kUSD,revenue_increase_pct,p_cap_MW,e_cap_MWh,cost_MUSD,npv_MUSD,cycles_efc,cycles_per_year,wind_mean_MW,wind_peak_MW,rte_pct,solver
2026-02-25 16:00:01,8752,364.6666666666667,sizing,0.0,221381.5294836296,25.037245989501898,121.91848362609822,300.0,-110.94219865209324,3103.538173094236,326.2688980577168,326.5671328822668,120.14196321867925,325.0,87.74068899999999,gurobi
2026-02-25 16:00:01,8752,364.6666666666667,dispatch_fixed,0.0,221591.84595842977,25.156033644716725,150.0,300.0,-110.65436488736275,3103.2370850958914,330.37403548955336,330.67602272491854,120.14196321867925,325.0,87.74068899999999,gurobi
