timestamp,run_label,year,soh_pct,fd_annual,fd_cycle,fd_calendar,fd_calendar_pct,fd_cumulative,n_replacements,replacement_this_year,dDeg_dDoD,mean_abs_subgrad,mean_dod,mean_abs_dual,e_cap_eff,cycle_coverage
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,1,92.2758,0.02442,0.01163,0.01279,52.4,0.02442,0,False,7975269.518755,1.592719,0.5293,4.643752,300.0,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,2,89.7507,0.024664,0.011882,0.012782,51.8,0.049084,0,False,3988568.713684,1.806663,0.4664,4.756912,276.8274,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,3,87.5429,0.024746,0.011968,0.012779,51.6,0.07383,0,False,10448518.372246,1.838611,0.4323,4.78773,269.2521,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,4,85.3961,0.02482,0.012045,0.012776,51.5,0.098651,0,False,3859776.104623,1.597923,0.5156,4.799322,262.6288,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,5,83.2964,0.024895,0.012122,0.012773,51.3,0.123546,0,False,3716973.224523,1.815354,0.4496,4.837889,256.1883,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,6,81.2421,0.024971,0.012199,0.012772,51.1,0.148517,0,False,3810243.417693,1.799533,0.4502,4.877177,249.8892,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,7,79.2326,0.025047,0.012278,0.012768,51.0,0.173563,0,False,9536742.192473,1.813891,0.4368,4.901657,243.7264,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,8,77.2668,0.025123,0.012357,0.012766,50.8,0.198687,0,False,9374572.597066,1.793945,0.4583,4.925545,237.6977,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,9,75.3419,0.025227,0.012462,0.012765,50.6,0.223914,0,False,9206666.990932,1.816395,0.4338,4.944775,231.8003,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,10,73.4595,0.025303,0.012542,0.012761,50.4,0.249217,0,False,9035796.929154,1.800929,0.4396,4.983685,226.0258,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,11,71.6187,0.025377,0.01262,0.012757,50.3,0.274594,0,False,8794816.155092,1.792567,0.4455,5.015581,220.3784,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,12,69.8191,0.025449,0.012697,0.012752,50.1,0.300043,0,True,8519032.236219,1.796301,0.4427,5.029845,214.8562,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,13,92.2758,0.02442,0.01163,0.01279,52.4,0.02442,1,False,7975269.518755,1.592719,0.5293,4.643752,300.0,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,14,89.7507,0.024664,0.011882,0.012782,51.8,0.049084,1,False,3988568.713684,1.806663,0.4664,4.756912,276.8274,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,15,87.5429,0.024746,0.011968,0.012779,51.6,0.07383,1,False,10448518.372246,1.838611,0.4323,4.78773,269.2521,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,16,85.3961,0.02482,0.012045,0.012776,51.5,0.098651,1,False,3859776.104623,1.597923,0.5156,4.799322,262.6288,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,17,83.2964,0.024895,0.012122,0.012773,51.3,0.123546,1,False,3716973.224523,1.815354,0.4496,4.837889,256.1883,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,18,81.2421,0.024971,0.012199,0.012772,51.1,0.148517,1,False,3810243.417693,1.799533,0.4502,4.877177,249.8892,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,19,79.2326,0.025047,0.012278,0.012768,51.0,0.173563,1,False,9536742.192473,1.813891,0.4368,4.901657,243.7264,1.0
2026-03-31 22:23:34,20260331_222010_dk2022_150mw_300mwh_v2,20,77.2668,0.025123,0.012357,0.012766,50.8,0.198687,1,False,9374572.597066,1.793945,0.4583,4.925545,237.6977,1.0
