timestamp,case,model,calendar_correction,fd_total,fd_cycle,fd_calendar,fd_calendar_pct,soh_pct,capacity_fade_pct,e_cap_degraded_MWh,total_cycles_efc,n_rainflow_cycles,mean_dod_pct,mean_soc_pct,eol_80_yr,eol_70_yr,eol_60_yr
2026-04-07 18:04:04,dispatch_fixed,Shi2018_polynomial_SEI,Xu ft_calendar added to Shi reporting path (dual-Phi: gradient unchanged),0.027096377449841825,0.012904202297836785,0.01419217515200504,52.37665137443635,91.94710807480145,8.052891925198546,275.8413242244044,333.14285488092696,646.0,58.907448009663334,59.86374822364265,6.05,10.98,16.67
2026-04-07 18:04:04,sizing_opt,Shi2018_polynomial_SEI,Xu ft_calendar added to Shi reporting path (dual-Phi: gradient unchanged),0.026995803882347066,0.012814829112898047,0.014180974769449019,52.530292601222214,91.95898683376089,8.041013166239107,275.87696050128267,331.46565269720526,624.0,60.58212203753328,59.77124336811769,6.07,11.02,16.73
