Hour [h],Power wind farm [W]
2263,206914247.3086347
2264,233146500.57476005
2265,233146500.57476005
2266,243033319.54021344
2267,232682609.95761105
2268,224771715.6536383
2269,169899891.2687383
2270,214046189.39212152
2271,223933756.72850844
2272,233672465.47825283
2273,219607946.01102427
2274,153312286.2549995
2275,67234623.93251765
2276,31306275.14315518
2277,41734775.02507989
2278,27570898.53780471
2279,9365563.524444355
2280,6938105.702681166
2281,15940741.697152864
2282,49955582.55259873
2283,38952896.23130929
2284,76281170.36732666
2285,135510554.83050847
2286,252005137.57079777
2287,285501461.3975792
2288,116016808.97591947
2289,344280640.4168555
2290,344280592.3124452
2291,322571499.34576374
2292,342859687.7349573
2293,252594434.3426355
2294,265921129.75128964
2295,344280408.1791645
2296,270694707.94417983
2297,344280529.70235306
2298,268712184.9303473
2299,188021866.8076916
2300,161053826.3024214
2301,104709058.4248885
2302,140957997.31360036
2303,107445375.41598703
2304,64282040.537497565
2305,37408961.98637875
2306,35439990.00636745
2307,43724516.44356417
2308,70574935.19676733
2309,101871800.00261351
2310,51932922.71402054
2311,83910363.37467252
2312,104465746.14711499
2313,85724450.860565
2314,195975409.8942685
2315,129952710.49227689
2316,153534567.41512474
2317,150641224.3653202
2318,158560081.51854625
2319,155748995.50599447
2320,114184304.29715936
2321,74833742.34049551
2322,80253412.47267723
2323,112052108.87734649
2324,227268257.44037893
2325,289423346.42728555
2326,303655962.3559228
2327,186413654.11616457
2328,89878596.06513235
2329,232436664.30281165
2330,344280434.8859234
2331,344280392.9355846
2332,344280593.5056288
2333,344280442.18363965
2334,332004529.32606137
2335,318871601.4743133
2336,335441764.6894995
2337,316533382.64519864
2338,341169408.30242836
2339,344280577.74723077
2340,344280598.4099896
2341,225254900.46052226
2342,267309102.69522715
2343,290827431.3116482
2344,196895337.7286654
2345,327561408.3778979
2346,279116374.323257
2347,272065141.45255667
2348,293715851.1594741
2349,268216944.47427875
2350,292353895.0850011
2351,270152926.6682244
2352,192851103.8277948
2353,289153737.1621782
2354,286933585.4459038
2355,281254383.18607354
2356,280222523.00607944
2357,293464408.60527444
2358,279209332.5405539
2359,303604841.7826069
2360,274001044.59120107
2361,344280587.5118574
2362,344280576.345884
2363,344280981.4701829
2364,344280949.21249515
2365,344280913.5074175
2366,344280631.81932276
2367,344280670.0229726
2368,344280460.74604046
2369,344280586.47308964
2370,344280590.1079661
2371,344280467.1425594
2372,344280434.8859234
2373,290797718.9203996
2374,339774042.8978112
2375,290797718.9203996
2376,329462213.31411177
2377,220320530.8937496
2378,239476218.21715677
2379,307991018.5942607
2380,292790737.4833348
2381,275365755.0381937
2382,288980641.4187408
2383,327471008.0224657
2384,336787397.76288956
2385,344280582.43634486
2386,344280592.01085174
2387,344280594.12787527
2388,344280590.42439705
2389,344281200.6416132
2390,344281035.6277013
2391,344280590.45918894
2392,334521919.2327467
2393,294241352.51421994
2394,267099827.2769639
2395,236593166.15564588
2396,206914247.3086347
2397,218324935.26383784
2398,215636034.45821202
2399,209008028.08590978
2400,179541849.70144933
2401,107784938.27319518
2402,106520071.85268436
2403,99490432.91576974
2404,95953986.80502099
2405,75969307.95495844
2406,79093422.29102239
2407,49695944.7668005
2408,94581841.74788
2409,91290040.43616705
2410,59963853.62816521
2411,58697140.31993344
2412,43142535.02434527
2413,37601463.8845491
2414,29094076.18463927
2415,38188730.049588844
2416,44461066.27357451
2417,28365312.969433103
2418,13210746.735830788
2419,9134795.416573992
2420,6566169.659081497
2421,1711646.5157548
2422,0.0
2423,0.0
2424,0.0
2425,11135861.402067844
2426,28939720.389666934
2427,70536159.88501078
2428,100521797.30370969
2429,87714272.89905564
2430,101985738.73102917
2431,97663214.15199454
2432,160512261.81232455
2433,72256129.15889153
2434,66644055.17056355
2435,169054439.26238266
2436,142648532.5885892
2437,122608584.83178672
2438,132941238.5916015
2439,156241754.2898386
2440,139906872.4899176
2441,217654522.77508077
2442,240326859.05446216
2443,256521594.4587079
2444,242331225.73645377
2445,274269709.7487376
2446,211545224.36384356
2447,234946426.66551897
2448,247307300.9915352
2449,292734214.6967094
2450,250463860.54736608
2451,266888554.57838783
2452,258184854.16012132
2453,247015096.88399544
2454,245305283.9544086
2455,163267967.29800174
2456,162054055.12418753
2457,80867937.50930353
2458,64106163.95841261
2459,46045935.5179994
2460,73105387.86743538
2461,44322416.07726119
2462,71355706.86023894
2463,54438184.53634395
2464,44974792.294660285
2465,45951678.22425883
2466,41715978.349597104
2467,45115290.199846774
2468,38682683.179788426
2469,36863410.465677
2470,59807253.888052054
2471,83602011.6282678
2472,106209574.49885222
2473,43563051.57431768
2474,127069600.72601075
2475,142008445.99777552
2476,76531317.82645145
2477,79972888.11065114
2478,100567887.33728902
2479,105490907.47917642
2480,87251291.88587894
2481,58184400.10937369
2482,74745245.46928596
2483,46495105.206764296
2484,33666051.54062058
2485,27250959.29054524
2486,11389479.433045937
2487,19364297.00907504
2488,30543995.43946992
2489,23516008.648357704
2490,37959891.85064351
2491,48939246.852629066
2492,76600890.47373544
2493,75268919.28207058
2494,97241620.44697398
2495,113368554.01994398
2496,108597313.1735358
2497,85448831.75381726
2498,82317384.76062839
2499,86164411.14441836
2500,89220568.76247452
2501,112435077.67231892
2502,100831620.4715172
2503,88922147.56902967
2504,83645758.45287754
2505,96009390.75322379
2506,64579317.47651805
2507,43485147.450412534
2508,24289863.660328567
2509,25227939.87095041
2510,30373586.706290275
2511,31175199.083355207
2512,31945006.423652023
2513,26633669.974946134
2514,28525642.8786683
2515,25008189.636453733
2516,24182705.055138115
2517,15812188.035551513
2518,9737064.950709758
